KNeighborsRegressor_rmse,MLPRegressor_rmse,DecisionTreeRegressor_rmse,SVR_rmse,repeat,fold
0.6671831388567098,0.9155337133787047,0.7149920366064394,0.5892309331786036,13,3
0.7049162021944056,1.2113274512243262,0.7282525218126913,0.6410686259383702,13,4
0.64989802053864,0.7795807448913291,0.708726259581431,0.5823439922919978,13,5
0.6952060768078734,0.9037117522754682,0.7928185264710925,0.6094025849319938,14,1
0.6150516140599722,2.099009692894806,0.7379704630915708,0.5762199969425301,14,2
0.6772119650838961,0.8162556640272791,0.6280921341238345,0.5634628287775227,14,3
0.7675049681961454,1.14045331668397,0.7612989274328584,0.6811223392412857,14,4
0.6729818658783159,0.6577692236188368,0.6782471883856124,0.5503607816292507,14,5
0.6379925426193602,1.639114280798099,0.68739683480356,0.5174292361796076,15,1
0.7291555038135935,1.1139077036126126,0.7746380917759741,0.6752271977806873,15,2
0.6619391382277793,0.851181560870535,0.6668276586427317,0.5359646252650617,15,3
0.6823948984770447,0.7642379346965954,0.7196162554917974,0.5994762794339064,15,4
0.7083958358563662,3.1192234325334516,0.792237459091818,0.6239765294218023,15,5
0.7253500075702255,2.3345688999906047,0.7079380596630463,0.6074019222425312,16,1
0.6805245249164499,0.9364794026979609,0.726805127764664,0.6044102488245429,16,2
0.656582793314958,1.1143473738720213,0.6948250392625906,0.5484356879008416,16,3
0.6628067531586422,1.8508507805295298,0.7094545015995908,0.6001674942229163,16,4
0.6720294085700712,0.8194335260072682,0.760802553567673,0.567243230310008,16,5
0.6356704668303859,0.7747354606000948,0.6332287029385957,0.5441944264823438,17,1
0.67359163716999,1.0581967024888859,0.6761265943944009,0.5893844108784115,17,2
0.6888209609153455,0.8856375340615473,0.7146321858974379,0.6363211290945684,17,3
0.6774027335266695,1.2213296384008245,0.7262606716208693,0.60033978569249,17,4
0.7775177831573087,0.8972408900923479,0.8213185489940387,0.6776463638721196,17,5
0.6670917894626777,0.7551890096158452,0.7162728732734619,0.5852013188314594,18,1
0.6521357415272044,1.4508073608626104,0.7651208560334712,0.5728846565356495,18,2
0.6825068790407012,1.082707150985219,0.6842084873640301,0.55279322990873,18,3
0.7593975665378809,0.9686688507827805,0.75605020885302,0.6427948856260893,18,4
0.6890809362998467,1.615987014723796,0.6774373320664334,0.60903482503329,18,5
0.6825957391666135,0.7677863360254479,0.70099764301856,0.6364421875107985,19,1
0.6718901468673621,0.9794186263282555,0.7082847762049754,0.5864665475984314,19,2
0.6875240951063005,0.8100751267476602,0.7773192327121407,0.574096665365674,19,3
0.6846835062070346,2.5394951854571834,0.7237019870806454,0.5986675882766634,19,4
0.7027729126699622,0.7499000646630571,0.7726003513972816,0.6125948560638675,19,5
0.6341798598474511,1.5740687912165872,0.6756390399297456,0.5605300377759227,20,1
0.7093367221815882,0.8513283876844032,0.7561527238007985,0.6327563337094575,20,2
0.7379125012715544,1.687248933500254,0.7633004427400372,0.6814721395977251,20,3
0.7020705231116646,0.7137643009144558,0.7394061505897012,0.5991238926518435,20,4
0.655249803421617,0.7586180549882615,0.7096993325867876,0.5507588949356023,20,5
0.6464657695299545,1.3855536989727741,0.707219605428348,0.5823533237513254,21,1
0.6923737899250187,0.8730217580014099,0.7132829650193573,0.5523996045897835,21,2
0.7136506936105987,1.0551929597392873,0.7646008094554856,0.6537609742678749,21,3
0.6891359218421498,0.9969570320656239,0.7316742702830994,0.5869920751389316,21,4
0.6711229052421266,0.8036298544871152,0.7166693674965259,0.6118433995740533,21,5
0.6423912481063014,0.8322794713157595,0.772537009581621,0.577479950151789,22,1
0.6367612396708217,1.5858203778562143,0.6820963332501386,0.5768812587669716,22,2
0.6431738766793303,1.4545332149845716,0.7144902911696427,0.5646359992617166,22,3
0.7837626953999245,0.7164495346467392,0.7916454918231867,0.6340278161964843,22,4
0.7099507212186414,0.7630685024223811,0.7729484953537293,0.6165529006647398,22,5
0.7090978125950101,0.9359915205697997,0.7300891831898221,0.6127795551789913,23,1
0.7098486721482128,0.8523315906655995,0.7235243641712121,0.6052892305936193,23,2
0.6437528599337697,0.8067282265632513,0.669337594960978,0.5908842830090408,23,3
0.6466798934333943,0.6967518907110953,0.699684183798234,0.5661217239615283,23,4
0.7263817770088792,4.912212668407211,0.751117260495293,0.621705126671888,23,5
0.7292851874269565,3.093281244321228,0.7728854229870418,0.6053767768595161,24,1
0.6474375353546444,1.2456690344825747,0.7301969468292446,0.5905042867688577,24,2
0.727274037209624,0.8255781925264256,0.7552896171969533,0.665769107103651,24,3
0.6748764976020138,0.8785962729173543,0.7334548657337543,0.5891058656439561,24,4
0.6500870922398481,0.812743243102792,0.6978791962979074,0.5586040784637342,24,5
0.7134738509280892,0.7204452752786016,0.7072676815062144,0.5954119075116873,25,1
0.682307612220563,1.6995954702184493,0.7621701183046903,0.5940091987078161,25,2
0.6350969223203597,1.1122869697699078,0.7080739729251863,0.5651248012834369,25,3
0.6884522308332741,0.8191795612036564,0.7427405225612265,0.6269453458620677,25,4
0.6934045250658244,0.7624803534765476,0.7991759231476863,0.6167000159928206,25,5
0.69034192856926,0.8030656599728658,0.7290533768060412,0.6344203401553862,26,1
0.6955231566563604,1.4620658706173026,0.7724061423591941,0.6188814617421742,26,2
0.6777021547248825,0.8162019835144122,0.711675645765645,0.5519404014567242,26,3
0.6833870500505477,0.988314204511284,0.8584249926027865,0.6061962978736617,26,4
0.6501742240201135,0.7463458173812969,0.7439969660918258,0.537335565805464,26,5
0.6552445836741762,1.3262442759665796,0.7117250968148279,0.5691162733857827,27,1
0.7037633308997474,1.1229717293155774,0.6483022745034757,0.59487159679687,27,2
0.710922323098931,0.8358690323939713,0.7451217110250841,0.6055490314394849,27,3
0.7239009841768311,0.8229957597856542,0.8245793832182529,0.628031013061342,27,4
0.6612893209553988,3.9476868998936583,0.7972681914440922,0.6078941613118136,27,5
0.6431713087565313,2.4510791363003928,0.712296094175855,0.5961389343857129,28,1
0.6946134732135055,1.0351103656963871,0.7144416669704033,0.5945861339167668,28,2
0.6492383461218276,0.9444321935368784,0.6801171652415947,0.5724234677165871,28,3
0.734842543437019,0.8539114281298246,0.6909992216137408,0.6323213706176405,28,4
0.6766205830660793,0.8063082115017706,0.6963215124528789,0.6249812208297107,28,5
0.6404206520674935,1.7166136648593515,0.7153166318954908,0.5915709710232426,29,1
0.6554568560666781,1.3393410921299604,0.7560520843721615,0.603422584058404,29,2
0.6882942033226286,0.6923454739593833,0.6887611855242638,0.5886524251486547,29,3
0.6406172412307213,0.7273757556094965,0.68870524056347,0.5199584994654476,29,4
0.7772914481129797,1.2595192426018211,0.7537029854020317,0.6493415722418564,29,5
0.7235316134076386,1.3747517935853377,0.7668914643096861,0.5968287534250057,30,1
0.6658385311491707,0.7413338743540719,0.6675288395781857,0.5647764265321403,30,2
0.7198056205626088,0.8247105990809375,0.7601779090386585,0.6466740429347869,30,3
0.6430235591927634,0.862039202436869,0.7452312889742073,0.5906992899620949,30,4
0.6684018519993787,4.900950869225978,0.7480518687198933,0.5651376883630719,30,5
